"","Embarcacion","Mes","Horas_De_Pesca_Km2","Horas_Transito_y_Pesca_Km2"
"146","CLAUDIA ALEJANDRA (IND)","marzo",5,9
"147","CORPESCA 2 (IND)","marzo",0,3
"148","CORPESCA I (IND)","marzo",8,14
"149","COSTA GRANDE 1 (IND)","marzo",6,13
"150","COYI I (ART)","marzo",29,625
"151","COYI II (ART)","marzo",25,629
"152","DANIEL (ART)","marzo",30,552
"153","DOÑA PILAR II (ART)","marzo",31,624
"154","DON ERNESTO AYALA MARFIL (IND)","marzo",5,496
"155","DON GINO (IND)","marzo",5,11
"156","DON JOSE I (ART)","marzo",33,628
"157","ELVA S (ART","marzo",0,183
"158","EPERVA 51 (IND)","marzo",7,484
"159","EPERVA 56 (IND)","marzo",9,491
"160","EPERVA 61 (IND)","marzo",12,378
"161","EPERVA 62 (IND)","marzo",11,481
"162","EPERVA 65 (IND)","marzo",11,14
"163","EPERVA 66 (IND)","marzo",8,13
"164","GIANPIERO I","marzo",38,254
"165","GUAJACHE II (ART)","marzo",24,625
"166","HURACAN (IND)","marzo",5,9
"167","ICALMA (IND)","marzo",9,507
"168","ISAURA I (ART)","marzo",16,626
"169","ISIDORA I (ART)","marzo",4,64
"170","ISIDORA I     ART","marzo",23,243
"171","J J (ART)","marzo",33,459
"172","JOSUE (ART)","marzo",37,518
"173","JUAN I (L","marzo",236,485
"174","JUDITH (ART)","marzo",0,103
"175","KAREN PAMELA (ART)","marzo",0,44
"176","KAWESCAR (ART)","marzo",25,629
"177","LAZARO (ART)","marzo",43,579
"178","LOBO DE AFUERA IV (ART)","marzo",25,629
"179","LOBO DE AFUERA V (ART)","marzo",24,627
"180","LORETO V (ART)","marzo",25,561
"181","MARCELO RODOLFO (ART)","marzo",36,624
"182","MARLIN (IND)","marzo",7,10
"183","MERO (IND)","marzo",6,11
"184","PARINA I (IND)","marzo",6,484
"185","PELICANO (IND)","marzo",27,626
"186","PETROHUE I (ART)","marzo",27,628
"187","PETROHUE II (ART)","marzo",30,613
"188","PETROHUE III (ART)","marzo",25,628
"189","PURISIMA DEL CARMEN (L","marzo",68,118
"190","RELAMPAGO (IND)","marzo",3,6
"191","RINA F Y M","marzo",0,1
"192","ROCIO (L","marzo",128,366
"193","SALMON (IND)","marzo",4,5
"194","SANTA MARGARITA I (L","marzo",36,584
"195","SANTIAGO (ART)","marzo",0,234
"196","SHALOM II (ART)","marzo",15,425
"197","SHALON II (ART)","marzo",16,199
"198","TRUENO I (IND)","marzo",0,30
"199","TUAREG I (ART)","marzo",27,629
"200","VALENCIA (ART)","marzo",15,147
"201","VALENTINA (L","marzo",34,330
"202","ABEL (ART)","abril",41,542
"203","ABRAHAM (ART)","abril",0,557
"204","ALBIMER (IND)","abril",24,41
"205","AMADEUS (ART)","abril",49,462
"206","AMADEUS II (ART)","abril",55,549
"207","ANGAMOS 2 (IND)","abril",21,281
"208","ANGAMOS 3 (IND)","abril",12,40
"209","ANGAMOS 4 (IND)","abril",21,254
"210","ANGAMOS 9 (IND)","abril",3,246
"211","ARKHOS I (ART)","abril",34,535
"212","ARKHOS II (ART)","abril",48,547
"213","ARKHOS III (ART)","abril",44,543
"214","ARKHOS IV (ART)","abril",41,546
"215","ATACAMA IV (IND)","abril",24,33
"216","ATACAMA V (IND)","abril",21,47
"217","AUDAZ (IND)","abril",29,282
"218","AVENTURERO (IND)","abril",20,31
"219","BARRACUDA IV (IND)","abril",12,20
"220","CESAR MIGUEL (ART)","abril",43,550
"221","CHANGO I (ART)","abril",47,537
"222","CLAUDIA ALEJANDRA (IND)","abril",21,46
"223","CORPESCA 2 (IND)","abril",4,6
"224","CORPESCA I (IND)","abril",12,22
"225","COSTA GRANDE 1 (IND)","abril",9,26
"226","COYI I (ART)","abril",56,546
"227","COYI II (ART)","abril",50,554
"228","DANIEL (ART)","abril",25,212
"229","DOÑA PILAR II (ART)","abril",53,539
"230","DON ERNESTO AYALA MARFIL (IND)","abril",17,250
"231","DON GINO (IND)","abril",21,49
"232","DON JOSE I (ART)","abril",45,541
"233","EPERVA 51 (IND)","abril",19,271
"234","EPERVA 56 (IND)","abril",10,258
"235","EPERVA 61 (IND)","abril",36,301
"236","EPERVA 62 (IND)","abril",20,254
"237","EPERVA 66 (IND)","abril",5,8
"238","GIANPIERO I","abril",76,296
"239","GUAJACHE II (ART)","abril",47,542
"240","GUSTAVO IGNACIO","abril",0,0
"241","HALCON (IND)","abril",12,17
"242","HUMBOLDT II (ART)","abril",36,352
"243","ICALMA (IND)","abril",16,275
"244","INTREPIDO (IND)","abril",2,5
"245","ISAURA I (ART)","abril",0,483
"246","ISIDORA I (ART)","abril",31,202
"247","J J (ART)","abril",51,475
"248","JOSUE (ART)","abril",52,326
"249","JUAN I (L","abril",102,130
"250","KAREN PAMELA (ART)","abril",59,527
"251","KAWESCAR (ART)","abril",47,538
"252","LAZARO (ART)","abril",0,557
"253","LICANTEN (IND)","abril",18,48
"254","LOA 1 (IND)","abril",21,34
"255","LOA 2 (IND)","abril",21,30
"256","LOA 7 (IND)","abril",9,14
"257","LOBO DE AFUERA IV (ART)","abril",45,546
"258","LOBO DE AFUERA V (ART)","abril",53,549
"259","LORETO V (ART)","abril",55,448
"260","MARCELO RODOLFO (ART)","abril",53,519
"261","MARISOL III (L","abril",21,28
"262","MARLIN (IND)","abril",26,61
"263","MERO (IND)","abril",12,49
"264","PARINA I (IND)","abril",12,265
"265","PELICANO (IND)","abril",47,549
"266","PETROHUE I (ART)","abril",28,545
"267","PETROHUE II (ART)","abril",32,540
"268","PETROHUE III (ART)","abril",40,539
"269","RELAMPAGO (IND)","abril",0,2
"270","RINA F Y M","abril",0,2
"271","ROCIO (L","abril",72,104
"272","SAN JORGE I (IND)","abril",15,18
"273","SANTA MARGARITA I (L","abril",34,425
"274","SANTIAGO (ART)","abril",57,544
"275","SHALOM II (ART)","abril",47,537
"276","TRUENO I (IND)","abril",1,424
"277","TUAREG I (ART)","abril",31,541
"278","VALENCIA (ART)","abril",18,84
"279","VALENTINA (L","abril",50,337
"280","ABEL (ART)","mayo",40,347
"281","ABRAHAM (ART)","mayo",19,424
"282","ALBIMER (IND)","mayo",0,10
"283","ALERCE (IND)","mayo",0,21
"284","AMADEUS (ART)","mayo",50,542
"285","AMADEUS II (ART)","mayo",46,537
"286","ANGAMOS 2 (IND)","mayo",17,250
"287","ANGAMOS 3 (IND)","mayo",10,70
"288","ANGAMOS 4 (IND)","mayo",1,546
"289","ANGAMOS 9 (IND)","mayo",7,250
"290","ARKHOS I (ART)","mayo",41,626
"291","ARKHOS II (ART)","mayo",58,626
"292","ARKHOS III (ART)","mayo",42,428
"293","ARKHOS IV (ART)","mayo",41,494
"294","ATACAMA IV (IND)","mayo",0,23
"295","AUDAZ (IND)","mayo",9,234
"296","AVENTURERO (IND)","mayo",0,1
"297","BANDURRIA (IND)","mayo",3,21
"298","BARRACUDA IV (IND)","mayo",2,19
"299","BLANQUILLO (IND)","mayo",0,11
"300","CESAR MIGUEL (ART)","mayo",28,333
"301","CHANGO I (ART)","mayo",30,382
"302","CLAUDIA ALEJANDRA (IND)","mayo",1,15
"303","COLLEN (IND)","mayo",1,38
"304","CORPESCA 2 (IND)","mayo",4,19
"305","COYI I (ART)","mayo",54,569
"306","COYI II (ART)","mayo",66,571
"307","DANIEL (ART)","mayo",28,259
"308","DOÑA PILAR II (ART)","mayo",42,575
"309","DON ERNESTO AYALA MARFIL (IND)","mayo",24,348
"310","DON GINO (IND)","mayo",0,5
"311","DON JOSE I (ART)","mayo",31,466
"312","ELVA S (ART","mayo",33,273
"313","EPERVA 49 (IND)","mayo",13,94
"314","EPERVA 51 (IND)","mayo",8,227
"315","EPERVA 56 (IND)","mayo",11,241
"316","EPERVA 61 (IND)","mayo",5,259
"317","EPERVA 62 (IND)","mayo",3,195
"318","EPERVA 65 (IND)","mayo",0,7
"319","GIANPIERO I","mayo",17,110
"320","GUAJACHE II (ART)","mayo",39,567
"321","HALCON (IND)","mayo",5,74
"322","HUMBOLDT II (ART)","mayo",50,467
"323","HURACAN (IND)","mayo",1,22
"324","ICALMA (IND)","mayo",24,335
"325","INTREPIDO (IND)","mayo",12,58
"326","ISIDORA I (ART)","mayo",18,128
"327","J J (ART)","mayo",53,574
"328","JOSUE (ART)","mayo",16,134
"329","JUAN I (L","mayo",307,634
"330","JUDITH (ART)","mayo",0,95
"331","KAREN PAMELA (ART)","mayo",50,426
"332","KAWESCAR (ART)","mayo",12,124
"333","LAZARO (ART)","mayo",0,34
"334","LICANTEN (IND)","mayo",2,16
"335","LOA 1 (IND)","mayo",0,22
"336","LOA 2 (IND)","mayo",0,22
"337","LOBO DE AFUERA IV (ART)","mayo",44,630
"338","LOBO DE AFUERA V (ART)","mayo",50,475
"339","LORETO V (ART)","mayo",18,209
"340","MARCELO RODOLFO (ART)","mayo",34,382
"341","MARISOL III (L","mayo",138,140
"342","MARLIN (IND)","mayo",4,47
"343","MERO (IND)","mayo",9,77
"344","PARINA I (IND)","mayo",15,258
"345","PELICANO (IND)","mayo",18,410
"346","PETROHUE I (ART)","mayo",41,582
"347","PETROHUE II (ART)","mayo",50,572
"348","PETROHUE III (ART)","mayo",44,571
"349","PUCARA (IND)","mayo",5,328
"350","RELAMPAGO (IND)","mayo",8,50
"351","RINA F Y M","mayo",0,245
"352","ROCIO (L","mayo",45,522
"353","SALMON (IND)","mayo",9,69
"354","SANTA MARGARITA I (L","mayo",19,344
"355","SANTIAGO (ART)","mayo",7,628
"356","SHALOM II (ART)","mayo",45,506
"357","TORNADO (IND)","mayo",10,53
"358","TRUENO I (IND)","mayo",7,310
"359","TUAREG I (ART)","mayo",14,360
"360","VALENTINA (L","mayo",17,171
"361","ABEL (ART)","junio",13,182
"362","ABRAHAM (ART)","junio",1,206
"363","ALBIMER (IND)","junio",0,5
"364","AMADEUS (ART)","junio",21,269
"365","AMADEUS II (ART)","junio",11,372
"366","ANGAMOS 2 (IND)","junio",5,547
"367","ANGAMOS 4 (IND)","junio",3,616
"368","ANGAMOS 9 (IND)","junio",0,551
"369","ARKHOS I (ART)","junio",39,533
"370","ARKHOS II (ART)","junio",40,530
"371","ARKHOS III (ART)","junio",17,614
"372","ARKHOS IV (ART)","junio",37,535
"373","ATACAMA IV (IND)","junio",6,54
"374","ATACAMA V (IND)","junio",0,17
"375","AUDAZ (IND)","junio",9,301
"376","AVENTURERO (IND)","junio",2,19
"377","BANDURRIA (IND)","junio",0,0
"378","BARRACUDA IV (IND)","junio",0,11
"379","CESAR MIGUEL (ART)","junio",4,261
"380","CHANGO I (ART)","junio",43,591
"381","CLAUDIA ALEJANDRA (IND)","junio",7,44
"382","CORPESCA 2 (IND)","junio",0,18
"383","COYI I (ART)","junio",10,336
"384","COYI II (ART)","junio",29,435
"385","DANIEL (ART)","junio",0,3
"386","DOÑA PILAR II (ART)","junio",26,521
"387","DON ERNESTO AYALA MARFIL (IND)","junio",27,556
"388","DON JOSE I (ART)","junio",16,220
"389","ELVA S (ART","junio",24,436
"390","EPERVA 49 (IND)","junio",0,1
"391","EPERVA 51 (IND)","junio",16,564
"392","EPERVA 56 (IND)","junio",0,553
"393","EPERVA 61 (IND)","junio",5,569
"394","EPERVA 62 (IND)","junio",13,550
"395","GIANPIERO I","junio",34,142
"396","GUAJACHE II (ART)","junio",25,564
"397","HUMBOLDT II (ART)","junio",7,149
"398","HURACAN (IND)","junio",5,12
"399","ICALMA (IND)","junio",23,574
"400","INTREPIDO (IND)","junio",0,1
"401","ISIDORA I (ART)","junio",22,205
"402","J J (ART)","junio",42,523
"403","JOSUE (ART)","junio",8,194
"404","KAREN PAMELA (ART)","junio",0,6
"405","KAWESCAR (ART)","junio",5,100
"406","LICANTEN (IND)","junio",1,23
"407","LOA 7 (IND)","junio",7,36
"408","LOBO DE AFUERA IV (ART)","junio",30,523
"409","LOBO DE AFUERA V (ART)","junio",55,583
"410","MARCELO RODOLFO (ART)","junio",2,85
"411","MARLIN (IND)","junio",0,2
"412","MERO (IND)","junio",2,22
"413","PARINA I (IND)","junio",1,557
"414","PELICANO (IND)","junio",17,498
"415","PETROHUE I (ART)","junio",24,533
"416","PETROHUE II (ART)","junio",16,380
"417","PETROHUE III (ART)","junio",20,416
"418","PUCARA (IND)","junio",12,555
"419","RELAMPAGO (IND)","junio",0,0
"420","RINA F Y M","junio",18,253
"421","SALMON (IND)","junio",16,42
"422","SANTA MARGARITA I (L","junio",4,320
"423","SANTIAGO (ART)","junio",7,420
"424","SHALOM II (ART)","junio",19,402
"425","TORNADO (IND)","junio",1,14
"426","TRUENO I (IND)","junio",3,449
"427","TUAREG I (ART)","junio",17,524
"428","VALENCIA (ART)","junio",0,20
"429","VALENTINA (L","junio",23,395
"430","ABEL (ART)","julio",0,325
"431","ABRAHAM (ART)","julio",0,139
"432","ALBIMER (IND)","julio",3,9
"433","ALERCE (IND)","julio",0,6
"434","AMADEUS (ART)","julio",0,161
"435","AMADEUS II (ART)","julio",0,87
"436","ANGAMOS 2 (IND)","julio",9,610
"437","ANGAMOS 4 (IND)","julio",0,610
"438","ANGAMOS 9 (IND)","julio",3,489
"439","ARKHOS I (ART)","julio",5,434
"440","ARKHOS II (ART)","julio",7,451
"441","ARKHOS III (ART)","julio",6,416
"442","ARKHOS IV (ART)","julio",4,414
"443","ATACAMA V (IND)","julio",0,16
"444","AVENTURERO (IND)","julio",2,23
"445","BANDURRIA (IND)","julio",6,9
"446","CESAR MIGUEL (ART)","julio",0,422
"447","CHANGO I (ART)","julio",4,266
"448","CLAUDIA ALEJANDRA (IND)","julio",3,15
"449","CORPESCA 2 (IND)","julio",0,19
"450","COSTA GRANDE 1 (IND)","julio",0,16
"451","COYI I (ART)","julio",2,262
"452","COYI II (ART)","julio",4,288
"453","DOÑA PILAR II (ART)","julio",1,220
"454","DON ERNESTO AYALA MARFIL (IND)","julio",1,605
"455","DON LUCHO (ART)","julio",0,65
"456","ELVA S (ART","julio",6,339
"457","EPERVA 51 (IND)","julio",8,611
"458","EPERVA 56 (IND)","julio",0,488
"459","EPERVA 61 (IND)","julio",6,491
"460","EPERVA 62 (IND)","julio",6,541
"461","EPERVA 65 (IND)","julio",0,9
"462","GIANPIERO I","julio",0,32
"463","GUAJACHE II (ART)","julio",2,237
"464","HUMBOLDT II (ART)","julio",7,165
"465","HURACAN (IND)","julio",4,53
"466","ICALMA (IND)","julio",5,71
"467","INTREPIDO (IND)","julio",6,9
"468","ISIDORA I (ART)","julio",5,101
"469","J J (ART)","julio",8,421
"470","JOSUE (ART)","julio",8,133
"471","KAREN PAMELA (ART)","julio",0,13
"472","KAWESCAR (ART)","julio",0,86
"473","LOBO DE AFUERA IV (ART)","julio",4,610
"474","LOBO DE AFUERA V (ART)","julio",7,610
"475","LORETO V (ART)","julio",0,14
"476","MARCELO RODOLFO (ART)","julio",1,46
"477","MERO (IND)","julio",0,16
"478","PARINA I (IND)","julio",3,600
"479","PELICANO (IND)","julio",3,609
"480","PETROHUE I (ART)","julio",7,416
"481","PETROHUE II (ART)","julio",0,230
"482","PETROHUE III (ART)","julio",0,288
"483","PUCARA (IND)","julio",8,543
"484","RELAMPAGO (IND)","julio",0,15
"485","SALMON (IND)","julio",9,129
"486","SAN JORGE I (IND)","julio",6,9
"487","SANTA MARGARITA I (L","julio",0,339
"488","SANTIAGO (ART)","julio",0,85
"489","SHALOM II (ART)","julio",0,15
"490","TORNADO (IND)","julio",8,52
"491","TRUENO I (IND)","julio",3,549
"492","TUAREG I (ART)","julio",4,459
"493","VALENCIA (ART)","julio",0,7
"494","VALENTINA (L","julio",2,120
