"","Embarcacion","Mes","Horas_De_Pesca_Km2","Horas_Transito_y_Pesca_Km2"
"166","RUTH (IND)","enero",3,28
"167","SANDRITA I (ART)","enero",37,52
"168","SAN JOSE (IND)","enero",33,110
"169","SANTA MARIA II (IND)","enero",0,3
"170","SANTA MARIA II (L","enero",133,193
"171","SARITA II (ART)","enero",32,66
"172","SHIMANE (ART)","enero",20,50
"173","SIXTO ABRAHAM (ART)","enero",22,59
"174","SIXTO ABRAHAM I (ART)","enero",20,56
"175","SOCOROMA II (ART)","enero",22,55
"176","SOFIA-A (ART)","enero",23,56
"177","SOFIA M (L","enero",69,116
"178","SOL NACIENTE (L","enero",35,55
"179","SOTILEZA (ART)","enero",21,47
"180","SUSANA (ART)","enero",42,76
"181","TIO CHITO (ART)","enero",20,46
"182","TOCONAO (ART)","enero",28,66
"183","TSUNAMI S (ART)","enero",37,62
"184","TURIMAR III (ART)","enero",1,4
"185","UNIONSUR (FAB)","enero",1,4
"186","UNZEN (FAB)","enero",3,26
"187","VALENTINA (L","enero",0,4
"188","VENTISQUERO (IND)","enero",46,114
"189","VESTERVEG (IND)","enero",50,132
"190","VICHUQUEN II (IND)","enero",47,132
"191","XIMENA I (ART)","enero",22,61
"192","YELCHO I (IND)","enero",46,101
"193","YENNY (ART)","enero",25,53
"194","YOLANDA S (ART)","enero",33,60
"195","ABATE MOLINA","febrero",0,14
"196","ACUARIO IV (ART)","febrero",155,231
"197","ADRIANA V (ART)","febrero",0,10
"198","ANSELMO I (ART)","febrero",0,10
"199","BIOMAR IV (IND)","febrero",185,362
"200","BONN (IND)","febrero",1,11
"201","BUCANERO I (IND)","febrero",32,140
"202","BUENA FE II (L","febrero",0,4
"203","CARLA BELEN I (L","febrero",0,11
"204","CAZADOR (IND)","febrero",16,115
"205","CECILIA III (ART)","febrero",0,8
"206","CENTURION 2000 (L","febrero",177,270
"207","CLAUDIA SOFIA (ART)","febrero",0,17
"208","COBRA (IND)","febrero",27,70
"209","COCHA (IND)","febrero",2,22
"210","CONY I (IND)","febrero",79,152
"211","CORSARIO I (IND)","febrero",14,111
"212","DALCA (ART)","febrero",126,183
"213","DANIELA S (ART)","febrero",116,158
"214","DEMETRIO II (L","febrero",150,201
"215","DOÑA AMANDA (L","febrero",0,9
"216","DON ALFONSO (IND)","febrero",14,62
"217","DON ALFONSO IV (L","febrero",0,7
"218","DOÑA NIEVES (L","febrero",59,81
"219","DON BENJA (ART)","febrero",7,28
"220","DON BORIS (IND)","febrero",28,117
"221","DON CARLOS (L","febrero",0,8
"222","DON CESAR (ART)","febrero",0,14
"223","DON CHELO II (ART)","febrero",13,40
"224","DON DANIEL I (L","febrero",0,9
"225","DON DANILO F (ART)","febrero",73,96
"226","DON EDMUNDO (IND)","febrero",32,75
"227","DON ENRIQUE F (L","febrero",14,22
"228","DON GILBERTO I (ART)","febrero",0,4
"229","DON GUILLERMO I (ART)","febrero",14,35
"230","DON JEAN PIERRE (ART)","febrero",65,97
"231","DON JOSE IV (ART)_1322","febrero",31,55
"232","DON JULIO (BZA)","febrero",14,82
"233","DON LUIS ALBERTO (ART)","febrero",7,37
"234","DON LUIS ALBERTO II (ART)","febrero",33,88
"235","DON MANUEL (IND)","febrero",29,91
"236","DON MATEO (ART)","febrero",3,12
"237","DON MATEO I (ART)","febrero",238,328
"238","DON MATIAS I (L","febrero",0,5
"239","DON MAURICIO I (ART)","febrero",16,33
"240","DON MAXI (ART)","febrero",204,277
"241","DON NEN (L","febrero",60,80
"242","DON ROBERT (ART)","febrero",0,2
"243","DON TITO (IND)","febrero",11,111
"244","DON TITO R (ART)","febrero",0,7
"245","DON VICENTE I (ART)","febrero",127,190
"246","DON WILLY (ART)","febrero",39,53
"247","EL ACUARIO I (ART)","febrero",3,10
"248","ELENA S (IND)","febrero",3,25
"249","ELOISA II (ART)","febrero",0,5
"250","EL ROBLE (L","febrero",166,237
"251","ESTRELLA II (ART)","febrero",4,9
"252","FOCHE (IND)","febrero",19,39
"253","GENESIS ELENA (ART)","febrero",71,123
"254","GIANLUCA (ART)","febrero",32,67
"255","GIMAR I (ART)","febrero",0,2
"256","GRINGO (IND)","febrero",35,72
"257","GUANAYE 2 (IND)","febrero",16,67
"258","GUERRERO DE PACIFICO (ART)","febrero",0,21
"259","INGRID FERNANDA (ART)","febrero",137,206
"260","ISAAC (ART)","febrero",0,4
"261","ISAIAS (L","febrero",0,0
"262","ISLA PICTON","febrero",62,96
"263","IVETH I (L","febrero",40,56
"264","JAQUELINE (ART)","febrero",100,157
"265","JAVIER (IND)","febrero",30,159
"266","JEAN RENE I (L","febrero",30,44
"267","JORGE ANDRES (ART)","febrero",0,6
"268","JOSE BASILIO (L","febrero",0,10
"269","JOSE LUIS (ART)","febrero",0,20
"270","JOYA I (L","febrero",38,52
"271","JUAN CLAUDIO (ART)","febrero",0,11
"272","JUAN CLAUDIO I (L","febrero",7,14
"273","LAGO GENESARET (L","febrero",156,231
"274","LAUREANO V (L","febrero",5,6
"275","LIDER (IND)","febrero",17,92
"276","LIDIA C (ART)","febrero",0,16
"277","LOBA DE MAR (ART)","febrero",94,158
"278","LONCO (IND)","febrero",28,98
"279","LUIS ALBERTO I (L","febrero",0,11
"280","LUIS ALBERTO (L","febrero",0,10
"281","LUIS ANDRES I (L","febrero",0,11
"282","LUIS DAVID C (L","febrero",0,10
"283","MAMA EDITH (ART)","febrero",21,74
"284","MARBELLA II (ART)","febrero",11,15
"285","MARIA CRUZ II (L","febrero",0,15
"286","MARIA ISABEL (ART)","febrero",0,15
"287","MARIA JOSE (IND)","febrero",33,119
"288","MARIA M (L","febrero",12,39
"289","MARIO ALBERTO (L","febrero",118,167
"290","MAXIMO JAVIER (L","febrero",0,16
"291","MILTON PATRICIO (L","febrero",0,16
"292","MOISES ABRAHAM (ART)","febrero",0,4
"293","MOISES II (ART)","febrero",179,263
"294","NEBRASKA (ART)","febrero",0,1
"295","NEFI (L","febrero",78,154
"296","NIÑA XIMENA (L","febrero",35,83
"297","NISSHIN MARU N°3 (IND)","febrero",21,42
"298","PAOLA I (ART)","febrero",22,63
"299","PAOLA STEPHANIE (L","febrero",0,9
"300","PAPA MARAVILLA III (ART)","febrero",51,67
"301","PATRICIA VANESSA (ART)","febrero",56,88
"302","PAULINA M (ART)","febrero",27,71
"303","PEHUENCO (IND)","febrero",18,89
"304","PELICANO (IND)","febrero",21,96
"305","POLARIS II (IND)","febrero",105,195
"306","POLUX (IND)","febrero",10,27
"307","PUERTO BRAVO (ART)","febrero",204,271
"308","PUERTO LINDO (ART)","febrero",0,17
"309","QUERELEMA (IND)","febrero",50,214
"310","RAPANUI (IND)","febrero",22,77
"311","REY DAVID I","febrero",2,10
"312","REY DE REYES (ART)","febrero",125,185
"313","RICARDO I (ART)","febrero",0,4
"314","RIO JORDAN VII (L","febrero",182,263
"315","RIO SIMPSON II (ART)","febrero",197,252
"316","RUTH (IND)","febrero",13,85
"317","SANDRITA I (ART)","febrero",0,15
"318","SAN JOSE (IND)","febrero",17,65
"319","SANTA IRENE III (L","febrero",0,10
"320","SANTA MARIA II (IND)","febrero",0,3
"321","SANTA MARIA II (L","febrero",124,172
"322","SANTA PALESTINA I (L","febrero",0,10
"323","SANTA XIMENA II (L","febrero",18,31
"324","SARAY ESMERALDA - M    ART","febrero",0,2
"325","SARITA II (ART)","febrero",35,70
"326","SOCOROMA II (ART)","febrero",0,5
"327","SOFIA M (L","febrero",3,31
"328","SUSANA (ART)","febrero",71,114
"329","SUSANA III (ART)","febrero",116,221
"330","TSUNAMI S (ART)","febrero",0,7
"331","TUMBES (L","febrero",53,83
"332","TURIMAR III (ART)","febrero",1,8
"333","UNZEN (FAB)","febrero",0,10
"334","UZIEL II (ART)","febrero",66,117
"335","VALENTINA (L","febrero",0,4
"336","VENTISQUERO (IND)","febrero",8,82
"337","VENTURA I (L","febrero",66,102
"338","VESTERVEG (IND)","febrero",21,68
"339","VICHUQUEN II (IND)","febrero",32,107
"340","YELCHO I (IND)","febrero",6,53
"341","ACHERNAR (ART)","marzo",1,5
"342","ACUARIO IV (ART)","marzo",137,190
"343","ADRIANA   ART","marzo",1,9
"344","ADRIANA IX (ART)","marzo",2,14
"345","ADRIANA V (ART)","marzo",5,25
"346","ADRIANA X (ART)","marzo",2,15
"347","AGUILA REAL II (ART)","marzo",1,13
"348","ALTAIR I (IND)","marzo",76,107
"349","AMPARITO I (ART)","marzo",7,17
"350","ANA LUISA (ART)","marzo",3,7
"351","ANA MARIA (ART)","marzo",25,79
"352","ANDREA C (ART)","marzo",4,14
"353","ANGELA VALENTINA (ART)","marzo",5,17
"354","ANGELINA (ART)","marzo",1,4
"355","ANSELMO I (ART)","marzo",14,44
"356","ANTARES (IND)","marzo",88,125
"357","ANTARES V (ART)","marzo",2,8
"358","ARMANDO S (ART)","marzo",10,16
"359","AZARIEL (ART)","marzo",15,72
"360","BALLENITA I (ART)","marzo",1,6
"361","BIO BIO (ART)","marzo",9,12
"362","BIOMAR IV (IND)","marzo",247,420
"363","BLANCA ESTELA (ART)","marzo",1,3
"364","BRENDA ESMERALDA (ART)","marzo",2,9
"365","BRUDER ALFA (ART-TRP)","marzo",0,23
"366","BUCANERO I (IND)","marzo",7,69
"367","BUENA FE II (L","marzo",0,21
"368","CANDELARIA (ART)","marzo",7,13
"369","CANOPUS III (ART)","marzo",1,1
"370","CAPELLO (ART)","marzo",5,8
"371","CARLA AGUSTIN (ART)","marzo",0,6
"372","CARLA BELEN I (L","marzo",0,11
"373","CARMEN LORETO (ART)","marzo",0,1
"374","CAZADOR (IND)","marzo",4,63
"375","CECILIA III (ART)","marzo",2,21
"376","CENTURION 2000 (L","marzo",78,121
"377","CHANGO I (ART)","marzo",0,1
"378","CLAUDIA SOFIA (ART)","marzo",0,26
"379","COBRA (IND)","marzo",0,28
"380","COCHA (IND)","marzo",27,62
"381","CONY I (IND)","marzo",235,273
"382","CORSARIO I (IND)","marzo",3,53
"383","CRISTIAN GUILLERMO (ART)","marzo",2,4
"384","CRISTINA (ART)","marzo",15,26
"385","CRISTOBAL (ART)","marzo",6,10
"386","DALCA (ART)","marzo",115,159
"387","DANIELA S (ART)","marzo",109,153
"388","DELIA ROSA (ART)","marzo",6,17
"389","DEMETRIO II (L","marzo",90,129
"390","DIEGO BENJAMIN (ART)","marzo",211,264
"391","DIEGO ESTEBAN (ART)","marzo",4,6
"392","DOMENICA (ART)","marzo",3,8
"393","DOÑA AMANDA (L","marzo",0,27
"394","DON ADOLFO II (ART)","marzo",8,18
"395","DOÑA JOVA 2DA (ART)","marzo",9,9
"396","DOÑA LETICIA (ART)","marzo",4,7
"397","DON ALFONSO (IND)","marzo",0,16
"398","DON ALFONSO IV (L","marzo",76,110
"399","DON ANGEL (ART)","marzo",4,22
"400","DOÑA NIEVES (L","marzo",95,129
"401","DON ANSELMO II (ART)","marzo",13,21
"402","DON ARMANDO (ART)","marzo",2,3
"403","DON AUGUSTO (ART)","marzo",0,3
"404","DOÑA VIOLETA (ART)","marzo",6,9
"405","DON BENJA (ART)","marzo",33,73
"406","DON BORIS (IND)","marzo",1,36
"407","DON CARLOS (L","marzo",0,11
"408","DON CHELO II (ART)","marzo",5,8
"409","DON CLAUDIO (L/B)","marzo",3,7
"410","DON DANIEL I (L","marzo",5,27
"411","DON DANY (L","marzo",180,279
"412","DON DAVID II (ART)","marzo",0,9
"413","DON DEMETRIO III (ART)","marzo",3,6
"414","DON DIONISIO II (ART)","marzo",2,4
"415","DON EDMUNDO (IND)","marzo",12,38
"416","DON ENRIQUE F (L","marzo",66,95
"417","DON ERNESTO I (ART)","marzo",5,8
"418","DON FERNANDO I (ART)","marzo",1,4
"419","DON GERMAN I (L","marzo",57,126
"420","DON GILBERTO I (ART)","marzo",18,45
"421","DON GUILLERMO I (ART)","marzo",1,6
"422","DON HUGO (ART)","marzo",1,2
"423","DON JAIME (ART)","marzo",16,28
"424","DON JOAQUIN II (ART)","marzo",3,15
"425","DON JORGE LUIS M (ART)","marzo",5,10
"426","DON JUAN C (ART)","marzo",3,6
"427","DON JUAN I (ART)","marzo",9,9
"428","DON JUAN M (ART)","marzo",16,36
"429","DON JULIAN (ART)","marzo",2,6
"430","DON JULIO (BZA)","marzo",40,117
"431","DON KAKO (ART)","marzo",1,7
"432","DON LOLO (ART)","marzo",6,18
"433","DON LUCHO III (ART)","marzo",5,12
"434","DON LUIS ALBERTO (ART)","marzo",12,36
"435","DON LUIS ALBERTO II (ART)","marzo",39,117
"436","DON LUIS D (ART)","marzo",0,4
"437","DON MANUEL (IND)","marzo",4,58
"438","DON MANUEL R (ART)","marzo",11,30
"439","DON MATEO (ART)","marzo",30,116
"440","DON MATEO I (ART)","marzo",138,179
"441","DON MATIAS I (L","marzo",0,18
"442","DON MAURICIO I (ART)","marzo",27,44
"443","DON MAXI (ART)","marzo",137,176
"444","DON MIGUEL (ART)","marzo",3,17
"445","DON MIGUEL II (ART)","marzo",4,8
"446","DON NENE (ART)","marzo",32,80
"447","DON NORMA (ART)","marzo",9,22
"448","DON PASCUAL (ART)","marzo",0,2
"449","DON PATRICIO I (ART)","marzo",1,2
"450","DON PEDRO M (ART)","marzo",6,8
"451","DON PEPE (ART)","marzo",3,18
"452","DON PONCHO II (ART)","marzo",4,28
"453","DON RICARDO (ART)","marzo",1,4
"454","DON RICARDO II (ART)","marzo",3,6
"455","DON ROBERT (ART)","marzo",15,20
"456","DON RODRIGO B (ART)","marzo",18,40
"457","DON SAMUEL II (ART)","marzo",2,3
"458","DON TITO (IND)","marzo",0,50
"459","DON TITO R (ART)","marzo",3,12
"460","EBEN EZER III (ART)","marzo",5,9
"461","EDEN I (ART)","marzo",4,6
"462","EL BELA (ART)","marzo",0,5
"463","ELOISA II (ART)","marzo",4,6
"464","EL ROBLE (L","marzo",115,162
"465","EL YEYE (ART)","marzo",0,0
"466","EMELINDA (ART)","marzo",5,14
"467","ESTRELLA DE DAVID (ART)","marzo",3,5
"468","ESTRELLA DE SUR (L","marzo",2,14
"469","ESTURION (ART)","marzo",2,7
"470","FERNANDO ANDRES II (L","marzo",201,338
"471","FLORENCIA (ART)","marzo",1,8
"472","FLORINA I (ART)","marzo",3,6
"473","FOCHE (IND)","marzo",14,21
"474","GALEON II (ART)","marzo",9,11
"475","GALILEA I (ART)","marzo",28,66
"476","GENESIS ELENA (ART)","marzo",32,58
"477","GIANFRANCO (ART)","marzo",6,10
"478","GIANLUCA (ART)","marzo",19,87
"479","GILDA HEIDY (ART)","marzo",5,25
"480","GIMAR I (ART)","marzo",0,1
"481","GUANAYE 2 (IND)","marzo",25,90
"482","GUERRERO DE PACIFICO (ART)","marzo",1,37
"483","HALCON I (ART)","marzo",16,34
"484","HECTOR ALFREDO (L","marzo",37,100
"485","INGRID FERNANDA (ART)","marzo",119,172
"486","ISAAC (ART)","marzo",3,31
"487","ISAAC M (ART)","marzo",3,5
"488","IVETH I (L","marzo",79,145
"489","JACOB-ISRAEL (ART)","marzo",4,10
"490","JAIRO ELI (ART)","marzo",3,7
"491","JAQUELINE (ART)","marzo",43,63
"492","JAVIER (IND)","marzo",5,80
"493","JERUSALEN 2 (ART)","marzo",26,52
"494","JOEL I (ART)","marzo",2,7
"495","JORGE ANDRES (ART)","marzo",3,7
"496","JORGE HERNAN M (ART)","marzo",3,16
"497","JOSE BASILIO (L","marzo",0,8
"498","JOSE LUIS (ART)","marzo",0,55
"499","JOSE SEBASTIAN (ART)","marzo",18,51
"500","JOSUE (ART)","marzo",2,14
"501","JOYA II (L","marzo",124,295
"502","JOYA I (L","marzo",21,37
"503","JUAN CLAUDIO (ART)","marzo",23,58
"504","JUAN CLAUDIO II (L","marzo",22,56
"505","JUAN CLAUDIO I (L","marzo",22,55
"506","KIMY II (ART)","marzo",2,3
"507","KIPPERNES (ART)","marzo",10,17
"508","KORMORAN 2DO (ART)","marzo",3,18
"509","LAGO GENESARET (L","marzo",34,59
"510","LAGO RANCO (ART)","marzo",1,6
"511","LAUCA (ART)","marzo",8,22
"512","LAUREANO V (L","marzo",0,5
"513","LIDER (IND)","marzo",1,44
"514","LIDIA C (ART)","marzo",9,35
"515","LOBA DE MAR (ART)","marzo",35,52
"516","LONCO (IND)","marzo",2,38
"517","LONQUIMAY (ART)","marzo",0,4
"518","LOS VILOS II (ART)","marzo",0,3
"519","LUCAS I (ART)","marzo",5,10
"520","LUIS ALBERTO I (L","marzo",0,9
"521","LUIS ALBERTO (L","marzo",173,275
"522","LUIS ALFONSO I (L","marzo",84,139
"523","LUIS ANDRES I (L","marzo",0,10
"524","LUZ ELENA (L","marzo",0,10
"525","MACEDONIA I (ART)","marzo",3,5
"526","MAGDALENA II (ART)","marzo",0,1
"527","MARBELLA II (ART)","marzo",18,38
"528","MARCO POLO (ART)","marzo",3,8
"529","MAR DE LIGURIA (ART)","marzo",13,26
"530","MARIA CRUZ II (L","marzo",0,7
"531","MARIA EUGENIA M (L","marzo",0,17
"532","MARIA ISABEL (ART)","marzo",3,15
"533","MARIA JOSE (IND)","marzo",8,53
"534","MARIA M (L","marzo",167,245
"535","MARIA TRINIDAD (ART)","marzo",2,11
"536","MARICIA (ART)","marzo",1,3
"537","MARIO ALBERTO (L","marzo",69,109
"538","MARISELA I (ART)","marzo",12,17
"539","MARJUXI IV (L","marzo",0,24
"540","MAR PRIMERO (ART)","marzo",7,9
"541","MAR SEGUNDO (ART)","marzo",2,17
"542","MARTIN RENATO (ART)","marzo",22,79
"543","MARVENTO (ART)","marzo",0,2
"544","MATIAS (ART)","marzo",10,11
"545","MATIAS IGNACIO (L","marzo",0,20
"546","MATIAS NICOLAS (ART)","marzo",7,22
"547","MATIAS R (ART)","marzo",12,14
"548","MATILDA (ART)","marzo",3,17
"549","MAULINA IV (ART)","marzo",9,24
"550","MAULINA V (ART)","marzo",0,0
"551","MESANA (ART)","marzo",0,1
"552","MILTON PATRICIO (L","marzo",14,36
"553","MISIONERA II (ART) 153076","marzo",18,37
"554","MISIONERA III (ART)","marzo",1,3
"555","MOISES ABRAHAM (ART)","marzo",7,20
"556","MOISES II (ART)","marzo",61,81
"557","MORONI (L","marzo",0,18
"558","NAGASAKI (ART)","marzo",0,0
"559","NAZARETH II (ART)","marzo",0,3
"560","NEBRASKA (ART)","marzo",4,16
"561","NEFI (L","marzo",105,172
"562","NIÑA XIMENA (L","marzo",62,179
"563","NISSHIN MARU N°3 (IND)","marzo",15,20
"564","NUESTRA SRA DE LA TIRANA II (IND)","marzo",105,164
"565","OSCAR ALONSO (L","marzo",151,270
"566","OVNIS (ART)","marzo",3,4
"567","PAOLA I (ART)","marzo",23,98
"568","PAOLA STEPHANIE (L","marzo",0,7
"569","PAPA MARAVILLA III (ART)","marzo",128,184
"570","PATRICIA VANESSA (ART)","marzo",31,48
"571","PAULINA M (ART)","marzo",49,133
"572","PEDRO L (L","marzo",4,8
"573","PEHUENCO (IND)","marzo",4,42
"574","PELICANO (IND)","marzo",1,63
"575","POLARIS II (IND)","marzo",134,316
"576","POLUX (IND)","marzo",21,50
"577","POSEIDON II (ART)","marzo",0,2
"578","PUERTO BRAVO (ART)","marzo",63,106
"579","PUERTO LINDO (ART)","marzo",128,266
"580","PUNTA MAULE II (ART)","marzo",1,14
"581","QUERELEMA (IND)","marzo",1,29
"582","RAPANUI (IND)","marzo",0,19
"583","RAUL CESAR (ART)","marzo",6,14
"584","REY DEL PACIFICO (ART)","marzo",108,155
"585","REY DE REYES (ART)","marzo",50,70
"586","RICARDO JESUS (ART)","marzo",4,16
"587","RIO JORDAN IV (ART)","marzo",6,13
"588","RIO JORDAN VII (L","marzo",134,222
"589","RIO JORDAN X (ART)","marzo",2,16
"590","RIO SIMPSON II (ART)","marzo",92,145
"591","RIO SIMPSON (L","marzo",71,100
"592","RODRIGO (ART)","marzo",5,19
"593","RODRIGO I (ART)","marzo",4,7
"594","RUBY FRANCISCA (ART)","marzo",14,19
"595","RUTH (IND)","marzo",2,44
"596","SADAN (ART)","marzo",3,9
"597","SANDRITA I (ART)","marzo",1,28
"598","SAN JOSE (IND)","marzo",6,57
"599","SANTA AIDA I (ART)","marzo",4,9
"600","SANTA IRENE III (L","marzo",0,11
"601","SANTA MARIA II (IND)","marzo",0,10
"602","SANTA PALESTINA I (L","marzo",0,13
